Date, Area, Obs, Grid,X,Y,Lat,Long, Alt, Aspect, Incline, Location, Air Temp, Wind Dir, Wind Speed, Cloud, Precip Code, Drift, Total Snow Depth, Foot Pen, Ski Pen, Rain at 900, Summit Air Temp, Summit Wind Dir, Summit Wind Speed, Observed aval. hazard, Forecast aval. hazard, Avalanche Code, Max Temp Grad, Max Hardness Grad, No Settle, Snow Index, Insolation, Crystals, Wetness, AV Cat, Snow Temp, Comments,
2021/04/06 11:00,Northern Cairngorms,GP,995042,299500,704200,56.219714,-3.6222382,960,220,34,Fiacaill Cas SW aspect,-6.8,330.00,20,100,4 - Light Showers,1,65,35,0,0,-10,315,48,Moderate,Moderate,0,1.1,2,304,0,20,0,1,0,-6.6,Multiple weaknesses within snowpack,
2021/04/06 10:45,Glencoe,AT,215543,221500,754300,56.646367,-4.9128407,790,60,25,Coire na Tulaich,-4.2,280.00,10,75,2 - Trace,1,120,10,0,0,-8,355,39,Low,Low,0,0.8,2,254,0,20,0,1,0,-3.7,,
2021/04/05 13:11,Southern Cairngorms,PN ,155774,215500,777400,56.851273,-5.0271826,905,180,28,"Meall Odhar, South aspects.",-5.4,10.00,11,100,4 - Light Showers,1,50,10,0,0,0,,0,Low,,0,1.7,5,164,0,20,0,1,0,-2.1,,
2021/04/05 11:25,Creag Meagaidh,KM,448897,244800,789700,56.972377,-4.5548248,920,120,30,Sron Coire a' Chriochairein,-3.7,320.00,15,100,4 - Light Showers,1,100,12,0,0,-8,270,30,Low,Moderate,0,1.7,3,242,0,20,0,1,0,-3.3,,
2021/04/05 11:20,Northern Cairngorms,GP/KG,995042,299500,704200,56.219714,-3.6222382,970,250,26,w side Fiacaill cas,-6.7,340.00,20,100,4 - Light Showers,1,40,25,0,0,-10,291,63,Moderate,Moderate,0,3.3,1,300,0,20,0,1,0,-6.7,Multiple weaknesses in snowpack,
2021/04/05 11:04,Torridon,SA,971593,297100,759300,56.714008,-3.6826725,614,90,29,Spidean Coire nan Clach. Beinn Eighe,-2,280.00,25,100,10 - Heavy Snow,1,41,18,0,0,-8,320,47,Moderate,Moderate,0,1.1,3,248,0,20,0,1,0,-1.6,,
2021/04/05 10:30,Glencoe,AT,147555,214700,755500,56.65449,-5.0244355,910,130,35,Stob Coire an Lochan,-5.8,112.00,15,75,6 - Snow Showers,1,175,5,0,0,-8,315,13,Low,Low,0,2,3,248,0,20,0,1,0,-3.3,,
2021/04/05 10:30,Lochaber,BF,195746,219500,774600,56.827725,-4.9597036,1080,360,15,"Top of Winger Wall, Aonach Mor",-7.8,300.00,20,90,4 - Light Showers,1,300,1,0,0,-7.5,340,15,Low,Moderate,0,2.2,2,278,0,20,0,1,0,-7,Stable refrozen spring snowpack with a dusting of fresh snow,
2021/04/04 12:00,Northern Cairngorms,JT,998073,299800,707300,56.247618,-3.6185766,558,324,20,Ciste Base Station,5.7,269.00,30,50,0 - None,0,60,0,0,0,1,284,38,Low,Low,0,0,0,300,0,20,0,2,0,0,,
2021/04/04 12:00,Southern Cairngorms,PN ,158775,215800,777500,56.85229,-5.0223431,940,300,30,Corrie Fionn,0.7,250.00,15,100,0 - None,0,70,2,0,0,0,,0,Low,Moderate,0,0,3,164,0,20,0,1,0,0,Cairnwell Weather Station is currently out of action.,
2021/04/04 11:30,Glencoe,AP,218543,221800,754300,56.646482,-4.907955,800,10,25,Coire na Tulaich,1.7,270.00,25,95,2 - Trace,0,50,5,0,0,1,270,46,Low,Low,0,0.1,2,246,0,20,0,1,0,-0.3,Winds picking up with light precipitation later.,
2021/04/04 11:12,Creag Meagaidh,KM,506923,250600,792300,56.997623,-4.4610508,850,30,35,Stob Coire Dubh East,1.9,270.00,20,100,0 - None,0,150,1,0,0,-1,240,20,Low,Moderate,0,0,2,242,0,20,0,2,0,0,,
2021/04/04 10:50,Lochaber,BM,169717,216900,771700,56.800692,-5.0001658,850,10,25,"Ben Nevis, Observatory Gully",0.4,330.00,20,100,0 - None,0,165,0,0,0,-1.3,260,20,Low,Moderate,0,1,1,278,0,20,0,2,0,-1.1,,
2021/04/04 10:42,Torridon,AC,244770,224400,777000,56.851135,-4.8811726,618,280,18,"Meall Leacachain, Fannaichs",3.8,264.00,32,100,0 - None,0,0,0,0,1,1,270,48,Low,Moderate,0,,,248,0,20,0,2,0,0,No snow at observation site.,
2021/04/03 13:15,Creag Meagaidh,TR,489794,248900,779400,56.881294,-4.4813014,895,320,34,Beinn a Chlachair NE shoulder,8,330.00,10,0,0 - None,0,53,2,0,0,6,330,10,Low,Low,0,0,1,242,0,20,0,1,0,0,Snow profile in shaded location. Firmer surface snow where heavily shaded. Patchy snowpack.,
2021/04/03 12:30,Northern Cairngorms,JT,994012,299400,701200,56.192751,-3.6227115,1078,89,26,Garbh Uisage Beag,7.4,315.00,5,0,0 - None,0,70,5,0,0,6,339,23,Low,Low,0,0,4,300,0,20,0,2,0,0,,
2021/04/03 12:30,Southern Cairngorms,PN,209844,220900,784400,56.916188,-4.943701,1000,45,25,t-Saiggairt Mor. NE slopes,6.5,280.00,8,10,0 - None,0,70,5,0,0,0,,0,Low,Low,0,0,2,164,0,20,0,1,0,0,,
2021/04/03 12:00,Lochaber,GM,122662,212200,766200,56.749481,-5.0729728,939,,0,Mullach nan Coirean,8.7,315.00,5,0,0 - None,0,0,0,0,0,4.9,,0,Low,Low,0,,,278,0,20,0,2,0,0,Stable snowpack,
2021/04/03 11:45,Glencoe,AP,215546,221500,754600,56.649059,-4.9130484,750,5,25,Coire na Tulaich,5.1,270.00,5,0,0 - None,0,40,2,0,0,4,250,12,Low,Low,0,0.1,2,246,0,20,0,1,0,-0.4,"Perfect sunny day, calm.",
2021/04/03 11:05,Torridon,AC,140765,214000,776500,56.842602,-5.0510836,601,51,23,"Meall an t-Sithe, Fannaichs",2.8,328.00,8,75,0 - None,0,0,0,0,0,2,315,17,Low,Low,0,,,248,0,20,0,2,0,0,No snow at observation site.,
2021/04/02 13:25,Creag Meagaidh,TR,386861,238600,786100,56.937949,-4.6544001,980,100,38,"Top of Coire nan Uamha, Beinn a Chaorainn.",0.7,45.00,10,99,0 - None,0,48,6,0,0,-1,45,15,Low,Low,0,0,2,242,0,20,0,2,0,0,Coarse grained spring snowpack now distinctly patchy and confined to locations above 900m.,
2021/04/02 12:40,Southern Cairngorms,AT/PN,235817,223500,781700,56.892962,-4.8991741,934,332,20,Broad Cairn,1.5,30.00,5,95,0 - None,0,75,2,0,0,-1,224,12,Low,Low,0,0,1,164,0,20,0,2,0,0,Not to Ground,
2021/04/02 12:30,Northern Cairngorms,KG/JT,998033,299800,703300,56.211695,-3.6170622,1095,270,39,Windy Col,-0.2,300.00,20,80,0 - None,0,115,4,0,0,-1.5,274,16,Low,Low,0,0,2,300,0,20,0,1,0,0,,
2021/04/02 11:30,Lochaber,GM,191739,219100,773900,56.82129,-4.9657522,1180,,0,Aonach Mor,0,,0,100,0 - None,0,0,0,0,0,-1.8,270,25,Low,Low,0,,,278,0,20,0,2,0,0,Frozen and stable snowpack throughout,
2021/04/02 11:20,Glencoe,AP,218543,221800,754300,56.646482,-4.907955,850,5,30,Coire na Tuaich,1.4,20.00,15,50,0 - None,0,40,0,0,0,1,45,13,Low,Low,0,0.9,1,246,0,20,0,1,0,-1.8,"Clearer to the West, snow very hard.",
2021/04/02 11:14,Torridon,AC,248737,224800,773700,56.821678,-4.8723528,603,67,31,"Beinn Liath Bheag, Fannaichs",3.8,301.00,8,100,2 - Trace,0,86,2,0,0,1,337,13,Low,Low,0,0,3,246,0,20,0,2,0,0,"More or less a homogenous isothermic snowpack in this location, but with a few icy layers identified.",
2021/04/01 12:50,Torridon,SA,782421,278200,742100,56.55503,-3.9831229,715,357,27,Sgurr a Chaorachain,0.7,85.00,10,1,0 - None,0,49,5,0,0,1,90,13,Low,Low,0,0,2,246,0,20,0,1,0,0,,
2021/04/01 12:00,Creag Meagaidh,WS /MD,429885,242900,788500,56.960966,-4.5852993,800,100,25,"Coire Ardair, Base of Cinderalla",-0.6,110.00,5,5,0 - None,0,70,5,0,0,-2,110,16,Low,Low,0,0.1,1,242,0,20,0,1,0,0,Snowpack is re-frozen and stable - course graine M/F. Isothermal,
2021/04/01 11:50,Glencoe,AP,218545,221800,754500,56.648276,-4.9080932,750,40,30,Coire na Tulaich,2.5,80.00,15,90,0 - None,0,40,15,0,0,-1,90,12,Low,Low,0,0,1,246,0,20,0,2,0,0,Cloudy initially clearing in the West later.,
2021/04/01 11:35,Northern Cairngorms,AT / KG,001041,210000,741000,56.52253,-5.0903388,1070,270,38,Cas Headwall ,2,45.00,5,0,0 - None,0,225,5,0,0,-2,81,16,Low,Low,0,6.9,2,300,0,20,10,1,0,-1.2,Weakness at 3cm on facets sz 1.,
2021/04/01 11:30,Lochaber,KM,196747,219600,774700,56.828661,-4.958138,985,80,35,Aonach Mor: East side,0.4,90.00,5,70,0 - None,0,135,4,0,0,-1.1,74,10,Low,Low,0,0,1,278,0,20,0,2,0,0,,
2021/04/01 11:00,Southern Cairngorms,SN,120770,212000,777000,56.846282,-5.0841891,910,60,20,"Carn nan Sac, NE aspect.",-2.2,10.00,15,70,0 - None,0,33,0,0,0,-1.4,37,22,Low,Low,0,0,1,164,0,20,0,1,0,0,,
2021/03/31 13:30,Southern Cairngorms,SN,134792,213400,779200,56.866582,-5.0628848,900,310,20,Carn Aosda Coire,2,40.00,20,100,0 - None,0,90,2,0,1,0,194,25,Low,Low,0,0,1,164,0,12,0,2,0,0,,
2021/03/31 12:35,Creag Meagaidh,TR,441894,244100,789400,56.969449,-4.5661422,900,90,34,"Lifa Gully, Coire Chriochairein.",1.1,70.00,15,100,0 - None,0,84,11,0,1,0,60,30,Low,Low,0,0,1,242,0,12,0,2,0,0,Coarse-grained isothermal spring snowpack. No new snow at the time of reporting.,
2021/03/31 11:30,Torridon,SA,986608,298600,760800,56.727806,-3.6587721,740,65,27,"Creag Dhubh, Beinn Eighe",1.5,65.00,25,100,2 - Trace,0,72,6,0,0,0,40,46,Low,Low,0,0,2,244,0,12,0,1,0,0,,
2021/03/31 11:20,Glencoe,JS / BM,155551,215500,755100,56.651218,-5.0111191,785,330,25,Coire an Lochan,3.6,90.00,5,100,0 - None,0,85,2,0,1,1,67,15,Low,Low,0,0,1,246,0,12,0,2,0,0,,
2021/03/31 11:15,Northern Cairngorms,KG,004064,240000,764000,56.740109,-4.6175309,750,280,30,Ciste Gully,1.6,200.00,10,100,6 - Snow Showers,0,75,5,0,0,-1,211,34,Low,Low,0,0,1,294,0,12,0,2,0,0,Rain turned to sleet then snow at snow profile site.,
2021/03/31 11:00,Lochaber,BF,188743,218800,774300,56.824761,-4.9709447,1050,10,20,"Goose Gully, Aonach Mor",1,320.00,3,100,0 - None,0,300,3,0,1,-0.3,30,10,Low,Low,0,0,1,278,0,12,0,2,0,0,Stable Spring Snowpack,
2021/03/30 13:33,Northern Cairngorms,KG,996038,299600,703800,56.216143,-3.6204748,930,90,25,Sneachda Moraines,7,220.00,40,70,0 - None,0,165,5,0,0,4,238,63,Low,Low,0,0,2,294,0,12,0,2,0,0,,
2021/03/30 12:40,Creag Meagaidh,TR,432880,243200,788000,56.956581,-4.5800609,750,25,24,"Base of Easy Gully, Coire Ardair",6.9,195.00,20,100,0 - None,0,55,4,0,1,3.6,195,35,Low,Low,0,0,2,242,0,12,0,2,0,0,Moist isothermal snowpack.,
2021/03/30 12:07,Southern Cairngorms,JT / PN,209845,220900,784500,56.917085,-4.9437717,992,51,10,t-Sagairt Col,6,50.00,5,50,0 - None,0,80,10,0,0,7,239,44,Low,Low,0,0,2,164,0,12,0,1,0,0,,
2021/03/30 12:00,Lochaber,GM,183755,218300,775500,56.835332,-4.9799813,620,,0,Aonach Mor,7.4,225.00,40,100,0 - None,0,0,0,0,1,3.5,225,45,Low,Low,0,,,278,0,12,0,2,0,0,Wet snowpack throughout.,
2021/03/30 10:50,Glencoe,JS / BM,186543,218600,754300,56.645252,-4.9600671,795,65,24,Buachaille Etive Beag,6,210.00,10,100,0 - None,0,95,5,0,1,4,225,45,Low,Low,0,0,1,246,0,12,0,2,0,0,,
2021/03/30 10:10,Torridon,AT/AC,774425,277400,742500,56.558413,-3.9963181,621,300,0,Bealach na Ba,7,225.00,28,100,0 - None,0,0,0,0,1,6,220,32,Low,Low,0,,,244,0,12,0,2,0,0,Weather Observations only - no snow at observation site,
2021/03/29 12:15,Southern Cairngorms,PN ,131792,213100,779200,56.866461,-5.0677985,890,77,26,Carn Aosta Corrie,8,358.00,12,100,0 - None,0,70,1,0,1,8.4,233,68,Low,Low,0,0,1,164,0,12,0,1,0,0,,
2021/03/29 12:00,Lochaber,GM,165724,216500,772400,56.806814,-5.0072094,625,,0,Ben Nevis,7.6,315.00,30,100,0 - None,0,0,0,0,1,4,225,50,Low,Low,0,,,278,0,12,0,2,0,0,Wet snowpack through out,
2021/03/29 12:00,Creag Meagaidh,WS,452894,245200,789400,56.969819,-4.5480678,600,130,20,"Coire a Chriochaerin, btm Boundary Wall gully",9.6,220.00,20,100,0 - None,0,45,8,0,1,4,220,50,Low,Low,0,0,1,242,0,12,0,2,0,0,,
2021/03/29 11:10,Torridon,AT / AC,970593,297000,759300,56.713986,-3.6843054,703,69,23,"Coire an Laoigh, Beinn Eighe ",4.7,90.00,12,100,0 - None,0,0,0,0,1,2,247,13,Low,Low,0,,,244,0,12,0,2,0,0,No snow at observation site,
2021/03/29 11:00,Glencoe,JS / BM,257507,225700,750700,56.615649,-4.8420067,860,25,25,Meall a Bhuiridh,6.8,170.00,20,100,0 - None,0,145,10,0,1,5,225,50,Low,Low,0,0,3,246,0,12,0,2,0,0,,
2021/03/29 10:20,Northern Cairngorms,GP,997042,299700,704200,56.219756,-3.6190145,1027,40,38,Fiacaill cas NE aspect,6,260.00,30,60,0 - None,0,280,10,0,1,6,248,68,Low,Low,1024,0,2,294,0,12,0,2,0,0,,
2021/03/28 12:00,Lochaber,GM,168723,216800,772300,56.806035,-5.0022315,700,270,20,Ben Nevis,1.6,165.00,30,100,6 - Snow Showers,0,30,10,0,1,-2.4,225,35,Considerable -,Considerable -,99,0,0,272,0,12,0,2,0,0,Thawing snowpack,
2021/03/28 11:30,Southern Cairngorms,SN,257856,225700,785600,56.928785,-4.8657906,950,345,25,"Southern Sector, Lochnagar",0.5,230.00,28,70,0 - None,0,65,3,0,0,1.1,221,41,Moderate,Low,0,0.1,2,164,0,12,0,1,0,-0.2,,
2021/03/28 11:30,Creag Meagaidh,WS,443883,244300,788300,56.959645,-4.5621778,750,110,30,Coire Ardair,0.4,220.00,20,100,4 - Light Showers,0,50,15,0,1,-2,220,44,Considerable -,Considerable -,0,0,1,238,0,12,0,2,0,0,New snow on old M/F -  rain just beginning at pit elevation,
2021/03/28 11:00,Glencoe,AT / BM,148553,214800,755300,56.652736,-5.0226631,850,90,20,Stob Coire nan Lochan,1.1,210.00,20,100,4 - Light Showers,1,70,20,0,0,-1.2,210,40,Moderate,Low,3021,0,1,242,0,12,0,2,0,0,,
2021/03/28 11:00,Northern Cairngorms,GP,997042,299700,704200,56.219756,-3.6190145,1026,50,38,Fiacaill Cas NE aspect,0.3,200.00,20,90,2 - Trace,1,170,20,0,0,-2,220,52,Moderate,Moderate,0,,2,292,0,12,0,2,0,0,,
2021/03/28 10:45,Torridon,SA,782424,278200,742400,56.557723,-3.9832639,720,7,22,Sgurr a Chaorachain,0,200.00,25,70,6 - Snow Showers,0,71,13,0,1,0,200,27,Moderate,Low,0,0,5,238,0,12,0,2,0,0,,
2021/03/27 15:56,Creag Meagaidh,WS,390851,239000,785100,56.929114,-4.6471975,800,65,35,Beinn a Chaorainn,0.8,220.00,20,50,4 - Light Showers,1,45,20,0,0,-5,220,23,Considerable -,Considerable -,0,0.2,1,234,0,12,0,1,0,-0.2,Spindrift in showers. Rapidly consolidating in periods of bright sunshine stubborn surface shears at 5 and 15,
2021/03/27 12:31,Lochaber,BF,195746,219500,774600,56.827725,-4.9597036,1080,340,10,"Top of Winger Wall, Aonach Mor",-2.8,240.00,15,90,8 - Snow,1,300,5,0,0,-4.5,240,20,Considerable +,Considerable +,2014,0.9,1,264,0,12,0,1,0,-2.4,Moderate shears at 17cm and 40cm ,
2021/03/27 11:20,Torridon,MB/SA,989607,298900,760700,56.726973,-3.6538321,730,53,41,"Beinn Eighe, Creag Dhubh.",1.7,147.00,15,20,0 - None,1,65,16,0,0,-4,225,24,Moderate,Moderate,0,0.7,2,238,0,12,0,1,0,-0.9,,
2021/03/27 11:10,Glencoe,GP,251503,225100,750300,56.611836,-4.8514999,1090,70,20,Meall a Bhuiridh,-2.7,240.00,25,40,6 - Snow Showers,1,130,18,0,0,-3,240,25,Considerable -,Considerable -,1014,1.7,1,236,0,12,5,2,0,-3,Weaknesses within the snowpack,
2021/03/27 11:00,Southern Cairngorms,SN,171771,217100,777100,56.849215,-5.00077,960,80,20,"White Brae, NE of Glas Maol summit",-1.2,270.00,15,30,0 - None,1,190,30,0,0,-1.3,250,27,Moderate,Moderate,0,1.1,3,164,0,12,0,1,0,-1.1,Reactive failure at 17cm,
2021/03/27 10:27,Northern Cairngorms,JT,997042,299700,704200,56.219756,-3.6190145,1025,43,30,Fiacaill a Choire Chais,-3,270.00,20,40,2 - Trace,1,300,25,0,0,-4,250,40,Moderate,Moderate,0,1,2,290,0,12,0,1,0,-2.9,,
2021/03/26 12:15,Creag Meagaidh,TR,428885,242800,788500,56.960932,-4.586942,880,95,28,"Approach to The Window, Inner Coire, Coire Ardair",-1.4,255.00,25,90,6 - Snow Showers,1,61,23,0,0,-4.5,230,35,Moderate,Considerable -,0,0.8,2,228,0,12,0,1,0,-1.6,Collapsing cornices a bit of a feature today. Persistent drifting in and out of showers. Milder during brighter periods. Fluctuating temperatures brought marginal consolidation to new snow.,
2021/03/26 12:00,Lochaber,BF,188742,218800,774200,56.823864,-4.9708736,1100,340,15,"Top of Goose Gully, Aonach Mor",-3.2,240.00,20,100,8 - Snow,0,150,10,0,0,-4.5,200,30,Considerable +,Considerable -,1014,0.7,2,256,0,12,0,1,0,-1.2,Moderate shear at 20cm ,
2021/03/26 11:30,Northern Cairngorms,JT / MD,997042,299700,704200,56.219756,-3.6190145,1011,20,30,Fiacaill a Choire Chais,-2.1,225.00,25,50,2 - Trace,1,300,15,0,0,-3,208,46,Moderate,Moderate,0,0.9,2,288,0,12,0,1,0,-1.2,,
2021/03/26 11:00,Southern Cairngorms,SN,161770,216100,777000,56.847923,-5.0170698,950,40,30,"Coire Fionn, Glas Maol",-1.4,240.00,22,100,6 - Snow Showers,1,230,20,0,0,-2.2,210,38,Moderate,Moderate,0,0.4,1,158,0,12,0,1,0,-0.2,"Reactive shear @ 8cm.
Deeper new snow encountered slightly higher up the corrie when the visibility improved.",
2021/03/26 10:55,Torridon,BM,966593,296600,759300,56.713897,-3.6908369,800,80,38,"Coire an Laoigh, Beinn Eighe",-1,250.00,20,80,6 - Snow Showers,1,39,10,0,0,-3,210,40,Moderate,Moderate,0,1.4,2,232,0,12,0,1,0,0,Weakness at 7cm.,
2021/03/26 10:15,Glencoe,JS / PM,257507,225700,750700,56.615649,-4.8420067,860,62,40,Meall a Bhuiridh,-1.6,310.00,5,100,4 - Light Showers,1,78,20,0,0,-4,225,37,Moderate,Moderate,0,0,2,232,0,12,0,2,0,0,,
2021/03/25 12:30,Lochaber,KM,188741,218800,774100,56.822967,-4.9708025,1100,20,25,Aonach Mor,0.2,210.00,20,100,4 - Light Showers,1,55,10,0,1,-0.3,200,30,Moderate,Considerable -,0,0.5,1,252,0,12,0,1,0,-0.5,,
2021/03/25 12:15,Creag Meagaidh,TR,427885,242700,788500,56.960898,-4.5885847,910,85,32,"The Window, Inner Coire. Coire Ardair.",1.2,200.00,30,100,4 - Light Showers,0,45,22,0,1,-0.2,195,40,Considerable -,Moderate,2021,0.2,1,224,0,12,0,2,0,0,"Two transitional wet snow avalanches in Coire Ardair circa 1000hrs. Transition from snow to mild temps and light rain. Patchy, moist spring snowpack elsewhere.",
2021/03/25 11:30,Southern Cairngorms,AT / PN,218854,221800,785400,56.925507,-4.9296421,970,325,17,The Stuic,1.3,230.00,15,100,0 - None,0,300,15,0,0,1.3,233,32,Low,Moderate,0,0,1,158,0,12,0,1,0,0,,
2021/03/25 11:30,Northern Cairngorms,KG,996044,299600,704400,56.221531,-3.6207022,980,30,25,Cas ridge E side,0.7,200.00,25,80,6 - Snow Showers,1,175,5,0,0,0,237,47,Low,Moderate,0,0.3,2,282,0,12,0,1,0,-0.3,Fail @ 6cm on graupel.,
2021/03/25 11:00,Torridon,BM,988607,298800,760700,56.726951,-3.6554656,750,70,35,"Creag Dhubh, Beinn Eighe",2,240.00,30,100,4 - Light Showers,0,40,3,0,1,0,220,40,Low,Moderate,0,0,3,228,0,12,0,2,0,0,,
2021/03/25 10:40,Glencoe,JS,184542,218400,754200,56.644278,-4.9632536,890,56,20,"Buachaille Etive Beag, 902m",1.6,180.00,15,100,4 - Light Showers,0,42,20,0,1,0,200,38,Low,Moderate,0,0,2,228,0,12,0,1,0,0,Weakness identified within the profile.,
2021/03/24 12:30,Creag Meagaidh,WS,462898,246200,789800,56.973742,-4.5318799,800,160,30,Balloon Gully (West),2.2,220.00,25,20,4 - Light Showers,1,45,15,0,0,-3,220,36,Moderate,Moderate,0,0.2,1,220,0,12,0,2,0,0,"Small accumulations of new snow , some graupel overlying wet grains and melt freeze.",
2021/03/24 12:30,Southern Cairngorms,PN,168766,216800,776600,56.844611,-5.0053218,1050,60,15,"Glas Maol, NE of summit",-1.1,225.00,16,100,4 - Light Showers,1,55,3,0,0,-1.2,235,33,Low,Low,0,0.4,4,154,0,12,0,1,0,-0.4,Observations were done during wintry squall. Cleared with good visibility later.,
2021/03/24 12:15,Northern Cairngorms,KG/MD,989038,298900,703800,56.215994,-3.6317567,910,310,20,Fiachaill Sneachda,0.6,225.00,10,50,4 - Light Showers,1,125,0,0,0,-3,236,47,Low,Low,0,0.1,2,278,0,12,5,1,0,0,,
2021/03/24 11:15,Glencoe,JS,217545,221700,754500,56.648238,-4.9097219,815,330,25,Coire Tuilaich,-0.3,230.00,10,100,6 - Snow Showers,1,85,8,0,0,-2,240,47,Moderate,Moderate,0,0,2,222,0,12,0,2,0,-0.3,,
2021/03/24 10:56,Torridon,AC,225751,222500,775100,56.833366,-4.9109596,506,306,27,"Meall Breac, Fannaichs",5,230.00,11,80,4 - Light Showers,0,44,3,0,0,-1,225,29,Low,Low,0,0,2,224,0,12,0,2,0,0,,
2021/03/24 10:40,Lochaber,MB/GM,187744,218700,774400,56.82562,-4.972652,940,25,20,Aonach Mor,-1.3,210.00,20,100,6 - Snow Showers,1,177,10,0,0,-2.7,225,34,Moderate,Considerable -,2011,0.5,2,246,0,12,0,1,0,-0.5,Localised hazard distribution,
2021/03/23 13:20,Torridon,AC/AT,941591,294100,759100,56.711541,-3.7315754,392,146,15,"Coire Dubh Mor, Liathach",6.7,308.00,10,100,4 - Light Showers,0,0,0,0,1,1,210,28,Low,Low,0,,,220,0,12,0,2,0,0,Weather data only no snow at observation site.,
2021/03/23 12:45,Southern Cairngorms,PN,221857,222100,785700,56.928313,-4.9249308,920,100,20,Stuic Corrie,0.8,170.00,10,100,0 - None,0,83,3,0,0,0.9,236,24,Low,Low,0,0,2,154,0,12,0,1,0,0,,
2021/03/23 12:30,Creag Meagaidh,WS,443894,244300,789400,56.969517,-4.562856,800,100,30,Coire a Chriochaerin,3.6,220.00,25,100,0 - None,0,90,12,0,0,0,220,47,Low,Moderate,0,0,1,220,0,12,0,2,0,0,"spring snowpack,large course moist grains",
2021/03/23 11:20,Northern Cairngorms,MB/KG,988040,298800,704000,56.217769,-3.6334448,925,360,20,Cas ridge ,3.5,190.00,25,60,0 - None,0,60,2,0,0,0,240,32,Low,Low,0,0,2,278,0,12,0,2,0,0,,
2021/03/23 11:15,Lochaber,KM,189748,218900,774800,56.829286,-4.9696637,900,320,28,Aonch Mor,2,210.00,30,100,2 - Trace,1,75,7,0,1,-0.5,210,40,Low,Moderate,0,0,1,244,0,12,0,2,0,0,,
2021/03/23 10:11,Glencoe,JT / PM,217543,221700,754300,56.646443,-4.9095836,800,73,30,Coire na Tulaich,3.7,240.00,5,90,2 - Trace,0,65,0,0,1,0,180,46,Low,Low,0,0,4,220,0,12,0,2,0,0,,
2021/03/22 12:00,Creag Meagaidh,WS,455881,245500,788100,56.958252,-4.5423432,800,45,30,Sron a Ghoire,1.8,220.00,20,80,0 - None,0,50,5,0,0,0,220,35,Low,Low,0,0,2,220,0,12,0,2,0,0,Moist wet snow,
2021/03/22 11:35,Southern Cairngorms,GP/PN,244861,224400,786100,56.93278,-4.8874688,1135,70,20,"Lochnagar, East summit slopes.",0.9,270.00,20,80,0 - None,0,70,2,0,0,2.4,269,11,Low,Low,0,0,2,154,0,12,0,1,0,0,,
2021/03/22 11:27,Glencoe,MB/PM,184541,218400,754100,56.64338,-4.9631831,885,60,37,Buchaille Etive Beag,2,320.00,5,100,0 - None,0,41,11,0,0,2,225,14,Low,Low,0,0,2,220,0,12,0,2,0,0,,
2021/03/22 11:25,Lochaber,KM,190740,219000,774000,56.822148,-4.9674593,1150,340,20,Aonach Mor,0.7,220.00,30,100,0 - None,0,60,4,0,0,0.5,230,30,Low,Low,0,0,1,244,0,12,0,2,0,0,,
2021/03/22 11:20,Northern Cairngorms,KG/AT,980028,298000,702800,56.206822,-3.6458769,940,110,30,Twin Burns Lochain,4.1,0.00,0,100,0 - None,0,155,5,0,0,0,277,23,Low,Low,0,0,2,278,0,12,0,2,0,0,,
2021/03/22 10:30,Torridon,SA / JT,782424,278200,742400,56.557723,-3.9832639,715,24,15,Sgurr a Chaorachain,3.5,220.00,20,100,2 - Trace,0,70,5,0,1,3,225,24,Low,Low,0,0,2,218,0,12,0,2,0,0,,
2021/03/21 13:30,Creag Meagaidh,WS,426884,242600,788400,56.959967,-4.5901651,1015,315,30,Creag Meagaidh,1.3,270.00,10,20,0 - None,0,100,5,0,0,0,270,11,Low,Low,0,0,1,220,0,12,0,2,0,0,"Soft and moist below 900m , crusty firm in plateau areas; refrozen and stable; coarse surface grains.",
2021/03/21 12:00,Glencoe,AP,198576,219800,757600,56.675323,-4.9428337,750,90,30,Sron a \'Choire Odhair-bhig,4.5,270.00,15,70,0 - None,0,40,15,0,0,0,270,15,Low,Low,0,0,1,220,0,12,0,1,0,0,,
2021/03/21 11:38,Northern Cairngorms,GP,014052,,,,,1079,120,36,Cnap coire na spreidhe,2,320.00,10,100,0 - None,0,220,5,0,0,-1.6,300,37,Low,Low,0,0,1,278,0,12,0,2,0,0,,
2021/03/21 11:35,Torridon,SA,785424,278500,742400,56.557801,-3.9783862,761,12,36,Sgurr a Chaorachain,1.9,290.00,10,100,2 - Trace,0,42,1,0,1,1,270,14,Low,Low,0,0,3,216,0,12,0,2,0,0,,
2021/03/21 10:55,Lochaber,BF/AT,171734,217100,773400,56.816022,-4.998114,990,270,15,Carn Beag Dearg ,-0.9,270.00,10,100,0 - None,0,75,0,0,0,-2,270,10,Low,Low,0,0,1,244,0,12,0,1,0,0,Stable spring snowpack ,
2021/03/21 09:30,Southern Cairngorms,SN,161770,216100,777000,56.847923,-5.0170698,950,350,30,"Coire Fionn, Glas Maol",-0.2,290.00,5,30,0 - None,0,115,0,0,0,3.2,308,20,Low,Low,0,2.9,2,154,0,12,0,1,0,-1.3,,
2021/03/20 12:25,Creag Meagaidh,TR,435877,243500,787700,56.95399,-4.5749475,790,50,32,"Below Bellevue Buttress, Coire Ardair",4,250.00,25,95,0 - None,0,73,3,0,0,1,245,25,Low,Low,0,0,2,220,0,12,0,1,0,0,"Moist, isothermal snowpack. Firmer surface in shaded areas. Cornice and ice fall debris in some places.",
